review,rating,label,clean_review,label_encoded
"Sangat membantu dalam pembelajaran, recommeded",5,Positif,sangat membantu pembelajaran recommeded,2
Download ruang guru biar bisa nonton CoC🔥🔥,5,Positif,download ruang guru biar nonton coc,2
"MAKASI YA RUANG GURUUU, aku jadi bisa gapai kampus impiankuuu 💗",5,Positif,makasi ruang guruuu aku jadi gapai kampus impiankuuu,2
aku suka sekali dgn ruang guru,5,Positif,aku suka sekali dgn ruang guru,2
Ruang guru ini dapat membuat ku belajar lebih giat jadi aku beri rate 5 bintang terima kasih ruang guru,5,Positif,ruang guru membuat ku belajar lebih giat jadi aku beri rate bintang terima kasih ruang guru,2
"Daftar sekali,no kita di wa sama sales berkali kali,sudah beberapa kali minta bantuan tidak di gubris,mending cari yg lain de.yakin mending cari yg lain.mending cari aplikasi lainn",1,Negatif,daftar sekalino wa sama sales berkali kalisudah beberapa kali minta bantuan tidak gubrismending cari yg deyakin mending cari yg lainmending cari aplikasi lainn,0
Bayar gk kalo Download,5,Positif,bayar gk kalo download,2
Jujur aplikasi ini sangat membantu saya dlm brlajar,5,Positif,jujur aplikasi sangat membantu dlm brlajar,2
"Aplikasi yang sangat bermanfaat, kapan-kapan kalau ada waktu,main-main dong ke sekolah Saya (Taman Madya kota Probolinggo).",5,Positif,aplikasi sangat bermanfaat kapankapan kalau waktumainmain dong sekolah taman madya kota probolinggo,2
"sekarang udah gak bisa ganti warna icon app nya ya?? aku mau ganti, tapi gak bisa 😔😔",5,Positif,sekarang udah gak ganti warna icon app nya aku mau ganti gak,2
Sangat membantuu dalam kegiatan pembelajaran!,5,Positif,sangat membantuu kegiatan pembelajaran,2
Mantap mudah di pahamin dah juga di jelasin secara detail 👍👍👍,5,Positif,mantap mudah pahamin dah jelasin detail,2
"Cukup membantu,tapi soal yg saya tanyakan tidak tersedia di robo guru",3,Netral,cukup membantutapi soal yg tanyakan tidak tersedia robo guru,1
Beli kursus persiapan ielts taunya bukan seluruh soal dibahas satu2 malah disuruh milih mana aja yg mau dibahas wkwk kocakk saran mending bimbel offline di sekitar rumah aja tau gituu,1,Negatif,beli kursus persiapan ielts taunya bukan seluruh soal dibahas satu malah disuruh milih mana aja yg mau dibahas wkwk kocakk saran mending bimbel offline rumah aja tau gituu,0
Aplikasi ruang guru ini sangat membantu 😊,5,Positif,aplikasi ruang guru sangat membantu,2
"Sangat membantu saya, aplikasi Ruang guru sangat the best",5,Positif,sangat membantu aplikasi ruang guru sangat the best,2
100 bintang buat apk ini,5,Positif,bintang buat apk,2
Plis stop promosi ke wa gw.....,1,Negatif,plis stop promosi wa gw,0
udah konfirmasi berkali kali untuk ga lanjut pajet belajar tapi tetap aja dispam chat sm tim ruangguru. padahal isi dari chatnya suruh konfirmasi 1 kali aja. tapi selalu di chat lagi dan lagi pemutaran video suka error dan waktu di ss juga kadang gabisa,2,Negatif,udah konfirmasi berkali kali ga lanjut pajet belajar tetap aja dispam chat sm tim ruangguru padahal isi chatnya suruh konfirmasi kali aja selalu chat pemutaran video suka error waktu ss kadang gabisa,0
Bisa bantu belajar matematika yang awalnya ngak bisa jadi bisa 🙌🙌🙌,5,Positif,bantu belajar matematika awalnya ngak jadi,2
"belajar jadi ga boring, gara² download apk inii aku jadi mood buat belajar karena engga ngebosenin",5,Positif,belajar jadi ga boring gara download apk inii aku jadi mood buat belajar engga ngebosenin,2
Saya mau pelajar saya masuk kelas 6,5,Positif,mau pelajar masuk kelas,2
Baguss bangett aplikasi nyaa,5,Positif,baguss bangett aplikasi nyaa,2
"Tabungan penunjang karir kelas prakerja belum cair padahal sudah lebih 3 hari, dengan mantap saya turunkan jadi bintang 1",1,Negatif,tabungan penunjang karir kelas prakerja belum cair padahal lebih hari mantap turunkan jadi bintang,0
bagus bida dimengerti,5,Positif,bagus bida dimengerti,2
HBD Ruang guru yang ke 10 semoga makin sukses mengajar ya dan aku digratiskan aja hehe 🗿,5,Positif,hbd ruang guru semoga makin sukses mengajar aku digratiskan aja hehe,2
"makasih banyak buat ruangguru yg udah nemenin aku di kelas 12 ini sampe lolos snbt walaupun pilihan 2 di universitas Airlangga. dukungan guru mbi amanatul ummah sama tryout dari ruangguru bikin aku berhasil dapet skor utbk 673, sekian.",5,Positif,makasih banyak buat ruangguru yg udah nemenin aku kelas sampe lolos snbt walaupun pilihan universitas airlangga dukungan guru mbi amanatul ummah sama tryout ruangguru bikin aku berhasil dapet skor utbk sekian,2
"Keren min, bismillah bisa ikut AMERTA'24!!!",5,Positif,keren min bismillah ikut amerta,2
ruang uji sekarang jawabanya kecil banget gak bisa baca.,5,Positif,ruang uji sekarang jawabanya kecil banget gak baca,2
"Halo minn,apk ini sangat membantu sekali untuk saya, terimakasih yaa atas ilmunya,untuk kalian yang masih berpendidikan in sgt rekomendasi yaa,semua ada disini kurikulum merdeka? tentu ada loh!! sehat terus yaa minn🤩🤩",5,Positif,halo minnapk sangat membantu sekali terimakasih yaa atas ilmunyauntuk kalian berpendidikan in sgt rekomendasi yaasemua disini kurikulum merdeka loh sehat terus yaa minn,2
Apk mudah belajar,4,Positif,apk mudah belajar,2
Aplikasi nya sangat bagus,5,Positif,aplikasi nya sangat bagus,2
Apk ini bagus sekali untuk belajar apalagi materi smp,5,Positif,apk bagus sekali belajar materi smp,2
bermanfaat buat ngambis,5,Positif,bermanfaat buat ngambis,2
Aplikasi ruang guru ini sangat seru aku rasanya kaya main game bukan belajar,5,Positif,aplikasi ruang guru sangat seru aku rasanya kaya main game bukan belajar,2
Aplikasi nya itu kita bisa bermain sambil belajar,5,Positif,aplikasi nya bermain belajar,2
ASSALAMUALAIKUM WR WB SALAM SEHAT SELALU SAHABAT KU TETAP LANCAR AMIN AMIN AMIN AMIN AMIN YA ROBAL ALAMIN TERIMAKASIH SALAM SEHAT SELALU SAHABAT KU SEMOGA BERMANFAAT UNTUK KITA BISA MENGERTI TENTANG YANG YANG TERJADI SEBENARNYA SEMOGA ALLOH MEMBANTU MENINGKATKAN DEMI MEMBANGUN MASA DEPAN,4,Positif,assalamualaikum wr wb salam sehat selalu sahabat ku tetap lancar amin amin amin amin amin robal alamin terimakasih salam sehat selalu sahabat ku semoga bermanfaat mengerti terjadi sebenarnya semoga alloh membantu meningkatkan membangun masa depan,2
"saya kasih saran, untuk jurusan smk mohon diperbanyak karena hanya ada sedikit les untuk jurusan smk di ruangguru",1,Negatif,kasih saran jurusan smk mohon diperbanyak sedikit les jurusan smk ruangguru,0
Ruang guru sangat luar biasa,5,Positif,ruang guru sangat luar biasa,2
Udah bagus skinnya bagus terus bisa belajar sampai paham sih tapi tolong perbaiki lagi soalnya pas kita udah nonton videonya terus bintang nya gak warna kuning jadi terpaksa kita harus nonton lagi,4,Positif,udah bagus skinnya bagus terus belajar paham sih perbaiki soalnya pas udah nonton videonya terus bintang nya gak warna kuning jadi terpaksa nonton,2
Gini nihh min klo aplikasi belajar yg make kan anak anak termasuk aku tapi kontennya kekunci + harus langganan klo gitu malah mempersulit bukan memudahkan,3,Netral,gini nihh min klo aplikasi belajar yg make kan anak anak termasuk aku kontennya kekunci langganan klo gitu malah mempersulit bukan memudahkan,1
Langganan ruang guru serasa kena teror Pinjol. Tolong buat pihak ruang guru jangan nyepam Mulu diWA,3,Netral,langganan ruang guru serasa kena teror pinjol buat pihak ruang guru jangan nyepam mulu diwa,1
seru sekali belajar di ruang guru,5,Positif,seru sekali belajar ruang guru,2
Sangat membantu menghadapi pembelajaran sehari-hari di sekolah dasar,5,Positif,sangat membantu menghadapi pembelajaran seharihari sekolah dasar,2
"Aplikasinya menarik,tidak buat anak anak bosen dan banyak kegiatan yang dapat menambah wawasan para pengguna.",5,Positif,aplikasinya menariktidak buat anak anak bosen banyak kegiatan menambah wawasan pengguna,2
Aplikasi ini berguna banget buat belajar lewat video dan drill soal,5,Positif,aplikasi berguna banget buat belajar lewat video drill soal,2
"Download yang kualitas hd gak ada, tolong benerin",1,Negatif,download kualitas hd gak benerin,0
"Error ngebug dikasih penilaian langsung lancar, Tiba-tiba ngebug lagi. Padahal jringan dah oke",1,Negatif,error ngebug dikasih penilaian langsung lancar tibatiba ngebug padahal jringan dah oke,0
Belajar seru dengan ruang guru,5,Positif,belajar seru ruang guru,2
Bagusss baget buat belajar enak dan nyaman buruan dwonload sekarang teman teman makasih ruang guru 😘,5,Positif,bagusss baget buat belajar enak nyaman buruan dwonload sekarang teman teman makasih ruang guru,2
"Baru di update, knp jd sering ngebug keluar dari apk nya ya",3,Netral,baru update knp jd sering ngebug keluar apk nya,1
"Apknya error Terus, Suka Keluar sendiri padahal Apk yang lebih Berat lainnya di HP saya Ok-ok saja.",1,Negatif,apknya error terus suka keluar sendiri padahal apk lebih berat lainnya hp okok,0
"Perkenalkan aku M. rumuzi B. Pengalaman saya saat menggunakan ruang guru sangat menyenangkan karena semua materi yang aku peroleh dari aplikasi ini sangat membantu saya dalam memahami materi yang ada, namun akhir akhir ini yang bikin saya sebel adalah bugnya, setiap aku buka entah kenapa tiba-tiba keluar sendiri dari aplikasi nya padahal saya tidak mencet keluar dan saya ingin minta untuk di perbaiki agar tidak ada lagi bug yang menyebalkan, supaya nanti bisa memudahkan anak anak dalam belajar",1,Negatif,perkenalkan aku m rumuzi b pengalaman menggunakan ruang guru sangat menyenangkan semua materi aku peroleh aplikasi sangat membantu memahami materi akhir akhir bikin sebel bugnya aku buka entah tibatiba keluar sendiri aplikasi nya padahal tidak mencet keluar minta perbaiki tidak bug menyebalkan memudahkan anak anak belajar,0
"bagus sih TAPI BISA GA KALO NAWARIN TUH GAUSAH TELP, GANGGU BANGET TOLONG YA, GA SEMUAN CS SUKA DI TAWARIN, APALAGI LEWAT TELEPON, oke jujur ruangguru cukup membantu dalam belajar, cuma ga suka klo di teror nawar² gini hweee",3,Netral,bagus sih ga kalo nawarin tuh gausah telp ganggu banget ga semuan cs suka tawarin lewat telepon oke jujur ruangguru cukup membantu belajar cuma ga suka klo teror nawar gini hweee,1
Bagus bangat saya jadi bisa belajar,5,Positif,bagus bangat jadi belajar,2
sipaling banyak kasi pr😓😓,5,Positif,sipaling banyak kasi pr,2
Aku sangat suka belajar biar bisa buat masah demfat,5,Positif,aku sangat suka belajar biar buat masah demfat,2
Aplikasinya bagus banget aku suka kita dari yang belum paham jadi paham😊😉😁👍👏,5,Positif,aplikasinya bagus banget aku suka belum paham jadi paham,2
"Udh 2 tahun berlangganan,hasilnya gak mengecewakan!! Nilai naik,ranking naik! Recommented banget sih ruangguru ini, ayo berlangganan sekarang!",4,Positif,udh tahun berlanggananhasilnya gak mengecewakan nilai naikranking naik recommented banget sih ruangguru ayo berlangganan sekarang,2
pembelajarannya ga ngebosenin! :3,5,Positif,pembelajarannya ga ngebosenin,2
Enak banget belajar diruang guru tapi ada satu hal yang menggangu kalau habis dari materi tambahan kenapa otomatis ke soal padahal videonya belum selesai.Bisa sih dibatalin tapi ribet setiap selesai harus buru2 pencet batal sebelnya kalau dalam 1 video ada lebih dari 1 materi tambahan adapto jadi bikin ngak evisien aja,4,Positif,enak banget belajar diruang guru satu menggangu kalau habis materi tambahan otomatis soal padahal videonya belum selesaibisa sih dibatalin ribet selesai buru pencet batal sebelnya kalau video lebih materi tambahan adapto jadi bikin ngak evisien aja,2
"I like it, I from Indonesia, I'm pretty and I'm so cool",5,Positif,i like it i from indonesia im pretty and im so cool,2
"Ini sudah Kurikulum Merdeka, kapan mau nambahin Jurusan MPLB nih?",5,Positif,kurikulum merdeka kapan mau nambahin jurusan mplb nih,2
"Aplikasi dengan banyak fitur menarik untul pembelajaran,video pembelajaran sangat menarik dan mudah dipahami",5,Positif,aplikasi banyak fitur menarik untul pembelajaranvideo pembelajaran sangat menarik mudah dipahami,2
Aplikasi sangat buruk Disaat login tidak ada opsi kembali waktu itu saya salah masuk akun dn gk bisa login akhirnya hapus download lgi assuuu,1,Negatif,aplikasi sangat buruk disaat login tidak opsi waktu salah masuk akun dn gk login akhirnya hapus download lgi assuuu,0
Bisa bermanfaat untuk menambah ilmu,4,Positif,bermanfaat menambah ilmu,2
"Untuk ruangguru boleh gk sihh no telepon tuh dijadiin privasi, soalnya banyak banget dari pihak ruangguru yang ngechat nawarin buat langganan ke Wa , risihh banget soalnya apalagi kalo udah nelpon nelpon, kirain ada hal hal penting tau nya dari pihak ruangguru yang nawarin buat langganan 😔😔😔",1,Negatif,ruangguru gk sihh no telepon tuh dijadiin privasi soalnya banyak banget pihak ruangguru ngechat nawarin buat langganan wa risihh banget soalnya kalo udah nelpon nelpon kirain penting tau nya pihak ruangguru nawarin buat langganan,0
"makasih untuk pengalamannya 2 tahun tapi stop please stop buat nelpon2 ga jelas (bkn cuma di wa tp pake nomor biasa) siapa yg ga risih klo gitu? klo saya butuh juga nanti saya pasti langganan lagi kok, gausa ditawarin udahhhh",2,Negatif,makasih pengalamannya tahun stop please stop buat nelpon ga jelas bkn cuma wa tp pake nomor biasa siapa yg ga risih klo gitu klo butuh langganan kok gausa ditawarin udahhhh,0
Terimakasih ruang guru ya walaupun ga masuk di snbp saya berhasil lolos di snbt...ga nyangka banget belajar cuma modal nonton video online+tryout bisa lolos prodi teknik sipil tapi kekuatan doa lebih penting pokoknya harus seimbang antara usaha dan doa kita insyaallah berhasil....maaf kemarin bintang 1 gara² ga lolos eligibel....see you next time,5,Positif,terimakasih ruang guru walaupun ga masuk snbp berhasil lolos snbtga nyangka banget belajar cuma modal nonton video onlinetryout lolos prodi teknik sipil kekuatan doa lebih penting pokoknya seimbang usaha doa insyaallah berhasilmaaf kemarin bintang gara ga lolos eligibelsee you next time,2
"Thankk you ruang Guru, aplikasi ini sangat bermanfaat sudah memberiku banyak ilmu. Saya jadi tambah semangat belajar.. Sekali lagi thank you buat ruang guru😘😘👍👍...",5,Positif,thankk you ruang guru aplikasi sangat bermanfaat memberiku banyak ilmu jadi tambah semangat belajar sekali thank you buat ruang guru,2
"bagus sekali untuk saya yang baru awal masuk Sma, karena disini ada banyak beberapa mapel"" yang perlu di pelajari dengan lebih oke dan baik lagi 👌👌.",5,Positif,bagus sekali baru awal masuk sma disini banyak beberapa mapel perlu pelajari lebih oke baik,2
i love u ruang guru,5,Positif,i love u ruang guru,2
Bagus aplikasi nya dan bisa membuat kita belajar menjadi semangat dan seru,5,Positif,bagus aplikasi nya membuat belajar menjadi semangat seru,2
Ngeleg terus gasuka murid nya juga alay alay semua,1,Negatif,ngeleg terus gasuka murid nya alay alay semua,0
Sangat bagus untuk belajar ku setiap hari,5,Positif,sangat bagus belajar ku hari,2
"Pas pengen download kurang yakin bakalan efisien. Eh pas di download pembahasan nya mudah disimak dan dipahami, bagus bgt buat belajar☺️👍",5,Positif,pas pengen download kurang yakin bakalan efisien eh pas download pembahasan nya mudah disimak dipahami bagus bgt buat belajar,2
"Bagusss, sangat berguna",5,Positif,bagusss sangat berguna,2
Aplikasi ini sangat seru,5,Positif,aplikasi sangat seru,2
Banyak yg berbayar,3,Netral,banyak yg berbayar,1
"sering sering adain promo plis, kendala ku di promo doang wkwkwk 🥹🥹🥹 mau dapet promo lagi dong dari ruangguru",4,Positif,sering sering adain promo plis kendala ku promo doang wkwkwk mau dapet promo dong ruangguru,2
Aduhhhh! Kok saya di teror-teror sihh.. Padahal udah banyak yang saya blokir pesan dari aplikasi ini tapi malah muncul teruss.. pusing saya inii.. bukan memudahkan malah menyulitkan.. ga lagi deh langganan disini.. kapokk,2,Negatif,aduhhhh kok terorteror sihh padahal udah banyak blokir pesan aplikasi malah muncul teruss pusing inii bukan memudahkan malah menyulitkan ga deh langganan disini kapokk,0
Dari app ini saya dapat meningkatkan minat dan fokus pedalaman materi terutama sejarah yg awalnya saya menganggap sejarah untuk di SMA itu kurang penting untuk dipelajari,5,Positif,app meningkatkan minat fokus pedalaman materi terutama sejarah yg awalnya menganggap sejarah sma kurang penting dipelajari,2
pelajaranya bisa membuat nilai adik saya bisa naik dari 90 ke 100. terima kasih ruang guru sudah mengajar adik saya,5,Positif,pelajaranya membuat nilai adik naik terima kasih ruang guru mengajar adik,2
"Pengalaman buruk dg ruang guru, sy 2x berlangganan, dan memutuskan untuk TDK melanjutkan lagi. Tapi no wa saya berkali-kali dispam oleh ruang guru. Dg puluhan no yg berbeda menawarkan perpanjangan berlangganan. Seharusnya ruang guru tidak memaksa seperti itu karna wa sy diakses oleh byk tutor yg mengatasnamakan ruang guru. Sy menyesal mendaftar ruang guru karna melindungi hak privasi seperti no wa pribadi dn melakukan spam dg puluhan nomor wa yg berbeda.",1,Negatif,pengalaman buruk dg ruang guru sy x berlangganan memutuskan tdk melanjutkan no wa berkalikali dispam ruang guru dg puluhan no yg berbeda menawarkan perpanjangan berlangganan ruang guru tidak memaksa karna wa sy diakses byk tutor yg mengatasnamakan ruang guru sy menyesal mendaftar ruang guru karna melindungi hak privasi no wa pribadi dn melakukan spam dg puluhan nomor wa yg berbeda,0
Semoga berhasil dengan Ruang Guru,5,Positif,semoga berhasil ruang guru,2
Terima kasih kepada yang menciptakan ruangguru karena dengan ruangguru sekarang saya bisa lebih mengerti materi saat belajar di ruangguru dilengkapi dengan penjelasan serta ilustrasi yang sangat2 membantu agar tidak bosan dan terima kasih juga kepada para guru/tutor yang menjelaskan di video2 ruangguru penjelasannya tidak terlalu cepat dan tidak terlalu lambat serta mudah dipahami,5,Positif,terima kasih menciptakan ruangguru ruangguru sekarang lebih mengerti materi belajar ruangguru dilengkapi penjelasan ilustrasi sangat membantu tidak bosan terima kasih gurututor menjelaskan video ruangguru penjelasannya tidak terlalu cepat tidak terlalu lambat mudah dipahami,2
APASIH ORANG MAU BUKA LES PRIVAT MALAH ADA POP UP FUN SCIENCE FUN SCIENCE GANGGU TAUU APASIH,1,Negatif,apasih orang mau buka les privat malah pop up fun science fun science ganggu tauu apasih,0
"Bagus banget!vidio di ruang guru ini mudah dipahami.aku kalau mau ujian ga cape² baca buku paket banyak²,karena ada ruang guru,rangkuman nya sama kaya materinyaa Cuma kekurangan nya,kalau ngerjain latihan soal,jawaban nya ga jelas,kadang ga ada. Tapi bagus bangett☺️",4,Positif,bagus bangetvidio ruang guru mudah dipahamiaku kalau mau ujian ga cape baca buku paket banyakkarena ruang gururangkuman nya sama kaya materinyaa cuma kekurangan nyakalau ngerjain latihan soaljawaban nya ga jelaskadang ga bagus bangett,2
Mau belajar harus berlangganan trus habistu pas kerjakan soal soalnya gk ada jawabannya gk ad juga,4,Positif,mau belajar berlangganan trus habistu pas kerjakan soal soalnya gk jawabannya gk ad,2
"ruang guru bug masa koneksi bagus, jadi koneksi anda terputus, tolong dong perbaiki",1,Negatif,ruang guru bug masa koneksi bagus jadi koneksi terputus dong perbaiki,0
"Saya sukaaa banget sama ruangguru ini, apalagi fitur adapto. Selain itu, penjelasan di ruang belajar juga membantu buat kerjain tugas-tugas dari bapak/ibu guru. Latihan soal yang ada di ruangguru ini sangat membantu, apalagi untuk memahami materi. Namun, akhir-akhir ini saat mengerjakan latihan soal, jawabannya terkadang tidak muncul ataupun tulisannya sangat kecil sehingga tidak terbaca sehingga saya sering salah dalam mengerjakannya. Mohon diperbaiki kembali 🙏",3,Netral,sukaaa banget sama ruangguru fitur adapto penjelasan ruang belajar membantu buat kerjain tugastugas bapakibu guru latihan soal ruangguru sangat membantu memahami materi akhirakhir mengerjakan latihan soal jawabannya terkadang tidak muncul ataupun tulisannya sangat kecil tidak terbaca sering salah mengerjakannya mohon diperbaiki,1
penjelasan kurang lengkap,1,Negatif,penjelasan kurang lengkap,0
"Di spam lewat wa oleh banyak nomer. Ganggu banget, tiap hari selama 3 bln, sehari bisa 2-4 nomer wa yg masuk.",2,Negatif,spam lewat wa banyak nomer ganggu banget tiap hari selama bln sehari nomer wa yg masuk,0
"Pembelajarannya sampe inti intinya dan gak ngebosenin, nilai aku jadi naik gara gra ruangguru. Bukan cuma nilai sih tapi aku jadi lebih memperdalam materi yang kadang tuh setengah setengah diajarin dri sekolah.",5,Positif,pembelajarannya sampe inti intinya gak ngebosenin nilai aku jadi naik gara gra ruangguru bukan cuma nilai sih aku jadi lebih memperdalam materi kadang tuh setengah setengah diajarin dri sekolah,2
Sy senang dengan ruang guru krena sy jgh kurang menerti denga mta pelajaran ❤💗💗💜,5,Positif,sy senang ruang guru krena sy jgh kurang menerti denga mta pelajaran,2
Aplikasi yg sangat bagus untuk belajar,5,Positif,aplikasi yg sangat bagus belajar,2
"gk sukaa, yg di cari apa yg keluar apa, gmn sihh, harus ada semua nya dong, udh gt memaksa rating dan jawaban nya gk ada lagii",1,Negatif,gk sukaa yg cari apa yg keluar apa gmn sihh semua nya dong udh gt memaksa rating jawaban nya gk lagii,0
Bagus sih Cuman harus prabayar kak,4,Positif,bagus sih cuman prabayar kak,2
Saya suka cara bermainnya tapi selalu jawabannya tidak muncul dan soalnya tulisannya gajelas mohon diperbaiki 🙏,3,Netral,suka cara bermainnya selalu jawabannya tidak muncul soalnya tulisannya gajelas mohon diperbaiki,1
Nggiateli njjink ada materi di iklanku saking 1 detik dikit-dikit iklannya di materi website klian gila ngiklan gtu y 💀💀💀💀💀,1,Negatif,nggiateli njjink materi iklanku saking detik dikitdikit iklannya materi website klian gila ngiklan gtu y,0
"Haus uang sampai berbayar rata rata, kalo enggak niat berbagi ilmu gratis gak usah buat",1,Negatif,haus uang berbayar rata rata kalo enggak niat berbagi ilmu gratis gak usah buat,0
Sangat bagus untuk pelajaran,5,Positif,sangat bagus pelajaran,2
Jangan pernah nawar paket!!!!!!!!!!!!!!,3,Netral,jangan pernah nawar paket,1
"SeteL ApLikasi Ruang guru ,sms,TeLepon semua didaLam Hp ini",5,Positif,setel aplikasi ruang guru smstelepon semua didalam hp,2
Ruangguru bagus banget,5,Positif,ruangguru bagus banget,2
Bagus bgtt dulu aku pernah download dan sekarang udh beda bgttt,5,Positif,bagus bgtt dulu aku pernah download sekarang udh beda bgttt,2
Aplikasi pelit 🥰🥰 org mo bljar ga dikasih penjelasannya 🥲,1,Negatif,aplikasi pelit org mo bljar ga dikasih penjelasannya,0
"Aplikasi bimbel online yang paling bagus sejauh ini. seru banget kakak² master teacher nya ramah². Nilai raport ku juga menaik setelah aku bimbel disini. Tapi ada satu kekurangan yang menurut ku cukup menjengkelkan.. Yaitu spam promosi paket bimbel di WA:( terkadang ada yang memaksa secara halus, itu bikin aku risih.. please untuk tim Ruangguru jangan melakukan spam promosi, padahal aku suka banget belajar di Ruangguru, tapi gara² spam jadi aku rate 3 bintang aja.",3,Netral,aplikasi bimbel online paling bagus sejauh seru banget kakak master teacher nya ramah nilai raport ku menaik aku bimbel disini satu kekurangan ku cukup menjengkelkan spam promosi paket bimbel wa terkadang memaksa halus bikin aku risih please tim ruangguru jangan melakukan spam promosi padahal aku suka banget belajar ruangguru gara spam jadi aku rate bintang aja,1
Sampah udah mau login harus pakai no ponsel lagi aplikasi sampah bagusan brainly,1,Negatif,sampah udah mau login pakai no ponsel aplikasi sampah bagusan brainly,0
"Keren membantu untuk anak berkembang,dan seru seru sekali",5,Positif,keren membantu anak berkembangdan seru seru sekali,2
bimbel online paling praktis dan cocok untuk akuu,5,Positif,bimbel online paling praktis cocok akuu,2
"Kak tolong buatin ruang lab pasti seru, kayak praktek di hp",5,Positif,kak buatin ruang lab seru kayak praktek hp,2
Baru install masih bingung dgn fitur2nya,4,Positif,baru install bingung dgn fiturnya,2
aplikasi nya bagus mudah di mengerti,5,Positif,aplikasi nya bagus mudah mengerti,2
assalamualaikum aplikasi ini sangat membantu untuk belajar. belajar menjadi lebih mudah di kerjakan berkat aplikasi ruang guru terimakasih telah membuat aplikasi ini saya kasih bintang lima,5,Positif,assalamualaikum aplikasi sangat membantu belajar belajar menjadi lebih mudah kerjakan berkat aplikasi ruang guru terimakasih membuat aplikasi kasih bintang lima,2
Padahal aku gak tau cara main nya P,4,Positif,padahal aku gak tau cara main nya p,2
aplikasi sangat' membantu untuk aku yang suka ada pr,5,Positif,aplikasi sangat membantu aku suka pr,2
Ga ada latsol ppkn,2,Negatif,ga latsol ppkn,0
"Wahhh seru sekaliii belajar bersama aplikasi ruangguru, selain menambah materi belajarnya juga ga ngebosenin lho❤️😘",5,Positif,wahhh seru sekaliii belajar bersama aplikasi ruangguru menambah materi belajarnya ga ngebosenin lho,2
Lope lope hehehe,5,Positif,lope lope hehehe,2
gk bisa cari contekan 👎👎,1,Negatif,gk cari contekan,0
"Apaan sih kok setiap soal mata pelajaran apapun, pilihan jawaban bentuk tulisannua geoeng gitu. Ya gak kebaca lah",1,Negatif,apaan sih kok soal mata pelajaran apapun pilihan jawaban bentuk tulisannua geoeng gitu gak kebaca lah,0
"Waktunya belajar, ga bisa masuk, admin di chat slowrespon, alasannya banyak balasin chat, lah emang admin nya cuma 1? Hangus, disuru beli paket lagi, dih kepake juga belum",1,Negatif,waktunya belajar ga masuk admin chat slowrespon alasannya banyak balasin chat lah emang admin nya cuma hangus disuru beli paket dih kepake belum,0
Sangat cocok untuk pelajar mau anak SD sampai manapun trus juga seru cara belajarnya,4,Positif,sangat cocok pelajar mau anak sd manapun trus seru cara belajarnya,2
"Fitur kelas offline tidak muncul sudah diperbaiki, sekarang jadi lebih cepat makasih.🙏",5,Positif,fitur kelas offline tidak muncul diperbaiki sekarang jadi lebih cepat makasih,2
"Appsnya bagus tapi ko pas kuis""itu mau jawab , jawaban kecil banget, hampir nga bisa di baca! Selebihnya bagus si",4,Positif,appsnya bagus ko pas kuisitu mau jawab jawaban kecil banget hampir nga baca selebihnya bagus si,2
Bagus cuma Dafa lulu nya cuma sampek kelas 6 coba sampe kelas sepuluh pasti aku kasih bintang lima coba di update ya makasih,4,Positif,bagus cuma dafa lulu nya cuma sampek kelas coba sampe kelas sepuluh aku kasih bintang lima coba update makasih,2
Gatau mau isi apa bagus bet soalnya,5,Positif,gatau mau isi apa bagus bet soalnya,2
sangat senang karena mudah masuk ke otak,5,Positif,sangat senang mudah masuk otak,2
Bagus tapi lebih baik dikasih yg geratis yg lebih banyak untuk anak anak yg gak boleh ikut karena ekonomi,5,Positif,bagus lebih baik dikasih yg geratis yg lebih banyak anak anak yg gak ikut ekonomi,2
Balaa dong email saya!,2,Negatif,balaa dong email,0
Aku baru masuk ke ruang guru jadi gak tahu banyak,4,Positif,aku baru masuk ruang guru jadi gak tahu banyak,2
Keren..bagus...tetapi sayangnya membayar...mohon solusinya kal,3,Netral,kerenbagustetapi sayangnya membayarmohon solusinya kal,1
Seru banget ruang guru dari kelas 1-5 sampai mampu mengerjakan soal soal,5,Positif,seru banget ruang guru kelas mampu mengerjakan soal soal,2
Aplikasi yang sangat bagus untuk siswa,5,Positif,aplikasi sangat bagus siswa,2
Goid aflication for student,5,Positif,goid aflication for student,2
"Karena sekarang gaada LKS jadi susah untuk latihan , untung ada ruang guru yg nyediain video pembelajaran dan latihan soal",5,Positif,sekarang gaada lks jadi susah latihan untung ruang guru yg nyediain video pembelajaran latihan soal,2
"Permisi ini kenapa ya soal dan jawabannya gak ada sama pembahasan saat ingin latihan soal, mohon diperbaiki",1,Negatif,permisi soal jawabannya gak sama pembahasan latihan soal mohon diperbaiki,0
Menarik bisa bntu ank saya belajat,5,Positif,menarik bntu ank belajat,2
"Gak jelas penjelasan nya tiba tiba ""dan kita dapatkan hasilnya"" gak di jelasin aaaaaaa",2,Negatif,gak jelas penjelasan nya tiba tiba dapatkan hasilnya gak jelasin aaaaaaa,0
Sangat baguss & membantu dalam belajarr,5,Positif,sangat baguss membantu belajarr,2
Membantu ketika aku ulangan,5,Positif,membantu aku ulangan,2
seru dan menyenangkan karna bisa belajar,5,Positif,seru menyenangkan karna belajar,2
bagus banget jadi bisa belajarr,5,Positif,bagus banget jadi belajarr,2
