review,rating
"bagus mudah dimengerti ,, tapi kadang suka bug atau kalo lagi enak enak nonton video nya suka keluar sendiri terus ada tulisan gitu",5
"Super duper kecewa dengan Ruang guru,sales admin ngak jelasin brain academy tidak termasuk dafa lulu, pas aplikasi Di buka yang jaringan Lemah, Jadi kita Di oaksa beli aplikasi Tanpa Tahu kegunaannya, Tanya soak Di robo guru jawaban juga menyimpang, Kurikulum tidak sesuai,soal Kurang berbobot, Tanya customer service juga Kurang memuaskan video juga membosankan, untuk banger pelayananan admin Di wa ngak di balas, jelas merepotkan sekali, aplikasinya dan materi buruk tidak bantu sama sekali",1
"Aku jadi lebih mudah buat belajar tentang matematika Sampai akhirnya aku mengikuti, program anak cerdas , thanks for watching ya ruang guru",5
Pembelajarannya bagus banget!! Serasa main game,5
非常に便利,4
Yaa seperti mereka,5
"pembelajarannya bagus untuk anak sd smp dan lain lain... juga banyak yg unik kayak hewan peliharaannya,dan avatar avatar yg keren... bagus deh pokoknya...",5
"Kak belva ayo muncul lagi kak, nanti kak belva di konsep trus dijelasin sama tim rg lain di konsep kilat...",5
"sangat membantu kami sebagai pelajar dalam melakukan KBM di sekolah, materi sesuai dengan kurikulum. ⭐⭐⭐❕",5
Paket kuota internetnya buat lebih terjangkau lagi seperti waktu covid19,5
Karya anak bangsa yang perlu diapresiasi untuk kemajuan SDM Indonesia untuk menuju Indonesia Emas,5
Asiknya belajar disini,5
"Kenapa saat ini banyak bug di appnya,kadang video tidak bisa dibuka padahal signal aman² aja, pemberitahuannya hanya sistem sedang error,padahal pembelajarannya sangat membantu",1
"Trimakasih Ruangguru 👍, video penjelasan mudah dimengerti, tiap soal ada pembahasannya, mantap banget deh. Cuman kekurangannya gini, Waktu saya lagi ngerjain soal IPA, kan ada gambarnya tuh, misalnya tentang daun gitu, kurang lebih soalnya menanyakan ""bagian yg ditunjuk nomor 3 disebut?"". Tapi gambarnya gak bisa digeser-geser, sehingga ngebuat gak kelihatan bagian no 3nya. Itu memang begitu atau bisa digeser cuman HP saya aja yang bermasalah ya? Atau ada fiturnya?",5
"Makasih atas kenyamanan yg diberikan, walaupun kadang tidak sesuai tpi mmng lebih byak yg benar kok jdi aku rate nya bintang 5 aja deh",5
"Aplikasi nya bagus, tapi tolong tambahin fitur misalnya untuk baca buku pelajaran gitu,",5
Bagus dan bisa mengerti pelajaran nya,4
Bagus tapi bayar nya mahal bintang 1 nya maaf,1
"Saya sebagai pengguna yang sudah berlangganan merasa terbantu untuk mempelajari pembelajaran nya, banyak animasi membuat saya pribadi tidak bosan dan didampingi oleh guru yang tidak membosankan.",5
"Gurunya gak jelas cuy ga amanah, 30 RB sia sia di roboguruplus cuma 1 soal yg dikerjain",1
Bsgus aplikasinya aku jadi rengking 1 gara² aplikasi ini,5
Bagus buat anak yg suka pegang Hp?,5
Saya sangat suka aplikasi ini karena semua pelajaran ada.Dan mempunyai teman belajar.,4
Menurut saya bagus cuma biayanya aja yg mahal,4
kalau masuk jangan pakai kata sandi terus gimana sih cara mau browsing gitu kok kaya rumitnya kebangetan 😒😒🙄🙄🙄🙄🙄,1
Nih apk gk ramah sm pengguna baru apa² dipersulit. Dan lg pop up izinny ganggu bngt cm krn sy gk mau kasih izin notif krn bikin notif rame itu pop upnya maksa suruh aktifin trs. Tutornya jg bnyk yg gk ramah. Sering eror & bnyk bug lg apknya udh isi data diri tp disuruh ngulang lg berkali². Verif nomer WAny gagal mulu linkny gk guna. Dah gt admin WAnya sering nyepam maksa beli dengan dalih kuota promonya akan dialihkan ke orng lain pdhl mahal biaya paketnya. Gk worth it bngt langganan paketny.,1
Ini beneran super app untuk belajar. Gk percaya cobain deh!!,5
Ruang guru sangat bagusss,5
udah bagus cuman soal untuk informatika di bank soal tidk ada,3
"GAJELAS BGT RUANGGURU NGELAZG NGELAG, RIBET, LAMA LOGIN GAK JELAS BGT",1
Aplikasi sangat bagus pembelajaran nya mudah dimengerti,4
Mantap.......................g..k............,5
Saya ingin menghapus aplikasi ruangguru. Mohon bantuannya,5
Kecewa berat saya mamah huuuuuuuuuuuuuuuu,1
aplikasi suka eror. terputus di tengah video,3
Yes good,5
Video pembelajarannya sangat membantu dan banyak latihan soal yg bisa dikerjakan untuk melatih pemahaman,5
"Aku suka dengan Ruangguru, karena pembelajarannya bagus aku jadi mengerti deh🥰😇🙏",5
Membantu saya belajar,5
Sangat membantu.Fitur fitur yang disediakan membuat para pengguna khususnya pelajar menjadi tidak cepat bosan dalam proses belajar.Metode penjelasan yang singkat dan mudah dipahami dengan hadirnya fitur Adapto. Saya harap Ruangguru bisa terus memperhatikan dan mengembangkan detail kecil bagi setiap pengguna Ruangguru kedepannya,5
"Bagus banget, aku di recommended sama kaka ku ternyata bagus, Dan aku Kemarin Ada pr mtk trs aku gak tau trs pas aku pake ruangguru eh besok nya nilai aku jadi 100👍👍👍",5
Sebenarnya aplikasinya bagus cuman kebanyakan bug dan lag.ditambah kadang aplikasinya suka keluar sendiri jadinya tolong ya diperbaiki,3
Keren Menyala abangkuu 🔥🔥,5
Aplikasi bagus dan baik dipahami untuk belajar,5
SAYA MAU DAPAT HEWAN,5
senang di ruang guru,5
"Bagus, jadi paham materi di sekolah. Pembahasannya kadang terlalu cepat, jadi berharap ada fitur subtitle",4
Terdaftar,1
Wawwwwwww,5
Ntaps,5
Sering terjadi bug Tolong diperbaiki🙏,1
Aplikasi ini sangat bagus sekali sehingga memudahkan saya dalam belajar,5
Aplikasi ini sangat keren bagi pelajar,5
Hebattt,5
Aplikasi kurang lengkap dari segi materi,1
Okey . . Banget 😚🙏👉🍞🍔🥯☕☕☕,5
Aplikasi sangat bermanfaat,5
"Pake Ruangguru dari tahun 2021 si enak enak aja tapi semenjak sma ini rencana belajar mingguan nya gak jalan masih periode tahun lalu itupun stuck di bulan maret , padahal itu yang bantu banget buat liat Ruangguru tiap hari",3
Lambat pasangan,1
Aku suka banget bisa du buat untuk belajar,5
"Saat mengerjakan soal, pasti ada penjelasanya dan itu lengkap dan mudah dimengerti 👍",5
"Seru sekali belajar disini,dan sangat seru menotonnya",5
"ngelag mulu, server error terus, bintang juga ga bertambah setelah polling sudah direport jg ttp aja ga nambah, ketika akhir sesipun bintangnya tidak menambah dari hasil poling. dimohon utk segera diperbaiki",1
"Jelek banget ada pelajaran yang tidak bisa jawab pertanyaan aku , dan langganannya terlalu mahal aku kurang mampu untuk membelinya berlangganan . Pelajaran ada yang kurang seperti kelas 7 informatika , prakarya , agama kristen itu pelajaran yang kurang",1
"GANGGU PRIVASI!! bisa ga si gausah spam telpon di jam sibuk orang? WhatsApp saya penuh isinya chat dari ruang guru dengan orang yang berbeda beda setiap harinya bener bener sampah saya di spam chat/telpon sampai berkali kali pdhl udah di bilang saya udah berlangganan tapi masih maksa kocak, marketing sampah pembelajaran ga berbobot bertelele mana di IOS suka keluar sendiri ngelag trs lgi",1
"Sangat membantu, Semoga saya bisa masuk snbp ITB 2026 dengan bantuan ruangguru",5
"Fitur nya sudah bagus,dan juga video bisa saya pahami sedikit demi sedikit, tetapi knp saat saya ingin menguji diri sendiri/kuis, tidak ada soalnya?. Hanya kosong",4
Terbaek,5
Karena harus Langganan,1
"Keren,bermasalah langsung di benerin. Mantap",5
"baguss tapii makin kesini tuh entah kenapa gak bisa dibuka drilling soal tuh, entah karena bug atau apa, udah lama gak buka drilling soal padahal butuh banget, selain itu kadang latihan bab gak bisa dibuka, tapi kadang aja, beda dengan drilling soal yg saya sendiri baru pakai beberapa kali setelah itu gak bisa dipake lagi sampai hari ini.",3
"sedikit flexing, nilai rata rataku dulu semester 4 cuma 91an, sejak make ruangguru rata rataku jadi 97 wkwkw🤣 keren!.. sedikit saran, materi kimianya banyak yang ngga ada :(",5
terima kasih berkat bantuan ruang guru saya jadi lebih mudah belajar❤️❤️,5
"Mantuuul, ini baru aplikasi",5
Ruang guru belajar asik..mudah dimengerti..gak bikin pusing☺️,5
Aplikasi nya bagus banget cocok buat belajar,5
sangat membantu belajar ku! big thanks ruangguru🤝🥑🙏😍,5
Bintang satu dulu karena kita Udah berlangganan 2 tahun..pas udah genap 1 tahun masa videonya Ke kunci semua,1
Watering lentil cawnimale,1
Saya kasih bintang dua karena suka nge-lag jadi saya tidak suka🙏🙏,2
Serrru belajar di ruanng guruu😇,5
Kadang lama loading terus tagai terus pas mau masuk ke kuis atau kuis video langsung keluar tolong perbaiki applikasi ini,1
"Semenjak berlangganan,Saya merasa terganggu dengan adanya pemberitahuan apalagi sampai dispam telepon disaat saya sedang sibuk sekolah. Tolong kurangi pemberitahuan,jika saya ingin berlangganan lagi saya akan memberitahu.",1
Bs bs ny dlu w langganan🙄,1
"Sudahlah gurunya baik, pengajaran yang ramah dan ada video belajar lagi, buruan download sekarang",5
"Aplikasi tempat belajar yang bagus menurut saya dengan biaya terjangkau serta penjelasan video pembelajaran yang mudah dimengerti. Pelajaran nya lengkap sekali karena materinya mengikuti pusat jadi yang tidak diajarkan di sekolah diajarkan di Ruangguru. Kendala nya hanya berada di pengembangan aplikasi nya saja, karena di waktu tertentu terjadi gejala bug dan buffering meskipun jaringan kita tidak terkendala. saya harap kendala tersebut dapat di kurangi.",5
Benar2 sangat membantu mengedukasi masyarakat,5
"Tolong tim ruangguru, kroscek lagi mana yg belum perpanjang paket dan mana yg sudah perpanjangan.. Saya agak terganggu karena seringnya masuk chat dari marketing ruangguru menawarkan perpanjang paket padahal kami sudah melakukannya. Bukan hanya ke nomer saya, tapi juga nomer anak saya. Apalagi di waktu istirahat malam, mengapa sering sekali chat di malam hari, itu cukup mengganggu customer karena sdg istirahat dipikir chat penting ternyata spam.",3
Baikkkk,5
Saya puas dengan hasil nya,5
Bagus sekali untuk anak pelajar,5
Menghabiskan penyimpanan dazal emang,1
Makasih ruangguru udah buat aku tidur nyenyak,5
Baguss bgt,4
"Kenapa aplikasi terus berhenti ya? Padahal sudah update aplikasinya.. waktu buka zona berlatih tiba2 kembali terus tidak bisa digunakan, mohon diperbaiki",2
Menarik dan bagus,5
"ga bisa login katanya ada kesalahan,bikin males deh mau ngerjain tugas jga🙄🙄",1
HALLO KAK FIA,5
Makasih ya,5
"bagus, smt nya asik asik, 😝😝😝🤩🤩🤩",5
"Aplikasinya sangat bagus. Mnambah ilmu untuk anak"" sekolah",5
Baguuusss banggettttt,5
Iya saya tau ada kualitas ada harga tapi harga mahal bngt sih buat saya yg pake duit pribadi di bilang ya bagus mahal aja sih,4
Lumayan membantu,1
Membantu sekali dalam pembelajaran saya 👏,5
"Good lah, well, very well",4
Kenaa selalu ditelpon sih. Kan saya sudah gag mau perpanjang lagi. Terlalu mahal menurut saya. Please jangan telpon2 trus,1
Lebih bagus lagi kalau apk nya off itu bisa membantu kalau ada yang tidak memiliki internet/bikin lah kayak semacam mode offline,4
Saya berlangganan Brain Academy. Pelajaran mudah dimengerti. Terima kasih tim Ruangguru. Semoga saya bisa keterima ITB tahun ini.,5
Karna seru,5
Kurang,4
Bagus pengajaranya,5
Nice Banget,5
Hehe bagusss jangan ragu buat download,5
God ruang guru,5
"materi dapat dipahami, buat yg ambil brain academy offline bisa lebih paham, sangat membantu dalam mempersiapkan utbk maupun mandiri",5
Di ruang guru ada bahasa jepang gak yg kelas 10 kumer?,5
Sangka bagus,5
🇲🇨,5
"Alhamdulillah bagus kak aplikasinya saran ku ditambahkan pembahasan yg berkaitan dengan skill seperti melatih ketrampilan powerpoint, word dan excel.",5
(Kata sandinya) SD INPRES PAUPANDA 2,5
Baik dqn bagus,5
Senang,5
"Suka bangettt, aku jadi bisa meningkatkan ilmu kuu",5
"Wah, seru banget, soalnya saya nonton sambil belajar, semua pelajaran nya asik banget dan juga ada beberapa adegan lucu sih, saya kasih 5 bintang karena setelah saya belajar di ruangguru saya dapat rangking 1 disekolah",5
Wihh ini ruang guru sangat membantu ku saat aku lagi kesulitan makanya aku kasih bintang 5 nihh coba kalian donloud ini pasti kalian bisa belajar dengan mudah nya di ruang guru!,5
Bagus aplikasinya terutama untuk pelajar SD membantu sekalii dalam pembelajaran 👍🏻,5
Bagus ternyata bisa tanpa uang juga belajar gratis,5
Kurang banget sih,1
"Suka banget sama aplikasi nya, membantu untuk aku buat belajar untuk lebih paham lagi!",5
"Tolong bgtt buat ruang guru kalo mau cek rasionalisasi trs ngubah data plss jangan ilang semua datanya otomatis ngisi ulang dari awal, kalo misal kesimpen kan kita cmn perlu perbaikan yg perlu diubah ajaaga ngulang semua data. Kadang uda ngisi pjg bgt pas diakhir ngeblank gbs kesimpen trs ngulang data itu cape bgt n bnr² bikin bete😩😩😩😩😩",4
Aplikasinya sangat membantu untuk belajar. Semoga fitur2nya lebih dikembangkan lagi.,5
Gampang untuk dipahami dan juga seru karena ada animasi latihan pada bank soal sebelum mengerjakan kuis di bank soal dan ada hewan yang menambah teman belajar!,5
Bang belva makasih udah bikin nilaiku gk anjlok,5
"Aplikasi yg sangat bagus dan sangat membatu para pelajar. Aplikasinyapun mudah digunakan. Buruan download,dijamin ga akan nyesel.",5
Kita mudah memahami pelajaran apapun mau mtk bahasa inggris dan lain lain,5
"terimakasih banyak ruangguru udah membantu kendala saya sebelumnya, layanannya bagus banget",5
bagus tapi suka lag apa karena internetnya ya?,4
"Terima kasih ruang guru, kebantu banget buat persiapan utbk besook",5
Seru banyak jawaban seperti les beneran,5
"harap keapda ruang guru,, jangan spam kalo daa gak join lagii,,, ini daaa berapa kali di blok masi aja di spam pakai nmor lain",1
Menurut aku rekomendasi banget aplikasi ruang guru ini ke ibu yang hari hari nya sangat sibuk..melalui aplikasi di gejed kita bisa belajar dengan anak kita di rumah soalnya soalnya juga sangat mudah di pahami.terimakasih ruang guru..,5
Deskriminasi😀500/,5
"Sosiologi banyak soal dan jawaban tidk muncul Soal sedikit, bank soal tdk lengkap, video pembahasan soal juga tidak bisa di buka, aplikasi sudah terbaru kak tdk ada opsi updt",3
"Penjelasan nya mudah di pahami dan cara mengajarnya asik,sekarang aku jadi paham mtk",5
"MATERI NYA JADI GAMPANG DIPAHAMI, worth it buat berlangganan!!",5
Masi baru dlm aplikasi ini,3
Mantap fiturnya bagus dan membantu anak saya dalam pelajaran,5
aplikasi yg sangat bagus untuk di pakai belajar saya sangat suka dengan ruangguru ini👍🏻🙏🏻,5
Nyesel instal ruang guru log in kelas SMP sekarang ke orang tua ditawarin kelas sma buat persiapan ptn. Terlalu lama brain academynya ga efektif selama 6 jam (3 jadwal). Kurang bermanfaat bagiku. Orang mau belajar pelajaran lainnya di sekolah ga bisa. Kasih bintang 1 ngeselin. Mau belajar ulangan pun ga bisa jadi kehambat gara-gara uang dari ortu melayang. Nyedot kuota pula habisssss gara2 live teaching. Ortu maksa suruh ikut bimbel online,1
"Haloo kakak kakak ruang guru, perkenalkan nama saya Kaniaa, semenjak saya menggunakan ruang guru saya mendapatkan banyak pelajaran tambahan. Tetapii .. ada kekurangannya jugaa, yaitu saat ingin menjawab soal kadang kadang soal tidak muncul dan jawabannya juga..., semoga bisa diperbaiki yaa!!, semangat belajar buat semuanyaaa.",4
"Mayan, tapi akun ku bisa di hack",5
Banyak fitur belajar,5
Keren banget apalagi sama pelayanannya. TOP deh buat Ruangguru 🤩🤩,5
"Apk ini membuat saya tambah mengerti mengenai materi² pembelajaran saya, dan saya cepat mengerti dari video²Nya 👍🏻",5
Sumpah gimana yaaa gw tanya apa di jawab apa😞😞,2
ruangguru terbaikk:),5
Aplikasi paling bermanfaat bagi saya,5
Sangat membantu aplikasi ini wajib download,5
"Penjelasannya jelas, dan rinci, sistem online offline pun juga bagus, kurang lebihnya tergantung kondisi dari user ya",5
"Ruang guru adalah salah satu aplikasi yang sangat sangat membantu, apa lagi untuk tingkat pelajaran yang sudah tinggi cocok bangat untuk bergabung dengan ruang guru",5
"Nyesell udh berlangganan ga bisa dibuka videonya🤮 , udh di kasih keluhan malah ga bertanggung jwb",1
Makasihh ruang guru membantu banget,4
Layanan buruk,1
No comment,5
Aplikasi tidak berguna loading lama,1
"Apk nya terbaik,sangat membantu saya belajar matematika dan memudahkan saya untuk mengerjakan soal-soal pelajaran👍",5
Applikasi yang bagus untuk ilmu pendidikan,5
"Aplikasi yg bermanfaat membantu kita dalam belajar, lengkap dari sd sampai smk pun ada semua. Semoga terus berkembang menjadi lebih baik 👍",1
"Bismillah,aplikasi yang benar benar membantuu👏🏻👍🏻setelah berlangganan dan memakai ruangguru,saya jadi aktif dan sangat suka belajar.Asli sih,kayak kecanduan gitu🐱Selain karena master teacher nya yang luar biasa,video nya juga ga bikin bosen...entah kenapa saya menjadi semangat dan tekun🤗terima kasih ruangguru i love you❤️",5
belajar dengan animasi sangat menarik dan mudah untuk dipelajarin dan mendapatkan ilmu yang banyak sekali,5
"Sangat bagusss,cocok banget klo di jadiin tmpt belajar dan jg banyak promo di apk ini like banget dehhh",5
Belajar lebih menyenangkan.,5
Akun tidak aktif setalah seminggu pembayaran dan dilaporkan disuruh menunggu lewat dari 3 hari kerja tetap tidak bisa• respon minta kirim vdio terus tapi GX da perubahan,1
"Aplikasi yang mudah untuk di gunakan,,bimbingan belajar online terbaik hanya di ruang guru",5
"Seru kak, cuma kalo beli lagi pake akun yg sama maunya di update juga gitu kak hasil belajar nya... Yg aku langganan kali kedua ke cheklist semua, jadi bingung udah sampe mana belajar nya 😅... Tapi aku suka sih.. ini lagi langganan paket utbk, mudah mudahan masuk deh 🤍 PTN.lopyou",5
"sangat terbantu dengan adanya aplikasi ini,trimakasih ruang guru",5
oarnag yang satang kes kolah maksa udah tepos,1
pembahasannya mudah dipahami dan membuat saya semakin semangat belajar,5
karna apk nya membantu dan bagus bngettt......,5
Mantap kak 👍🏿,5
Bagus banget👍🏻👍🏻,5
Umar,5
Sangat membantu sekali untuk anaķ2 kami.terima kasih,5
Seperti kebanyakan eror dan tidak jelas,2
"Aplikasi ini sangat membantu ,dan bimbingan belajar yang sangat aplikatip dan efisien .serta cara belajar anak mudah paham .",5
Aplikasi pembelajaran yang sangat membantu memberikan banyak pengetahuan,5
berguna sekali untuk anak belajar terimakasih banyak untuk Ruangguru ✨🙏,5
"Alhamdulillah.. aplikasi ini sangat membantu proses belajar,mudah di mengerti,para pengajarpun sangat terampil dalam menjelaskan,terima kasih ruang guru",5
"Saya sih netral aja atas ulasan aplikasi ruang guru ini, karena ada kelebihan dan kekurangannya",3
Saya menjadi lebih mudah untuk mencerna pelajaran,5
"Pokoknya menurut aku,kalo mau belajar atau apapun tentang pendidikan mending di aplikasi ini aja woii,dulu aku pernah pake Ruangguru dari 2021 soalnyaaa betah bangett plss,gara gara Ruangguru nilai ku meningkat drastis,thank u so much Ruangguru! 😵‍💫🫶🏻",5
Andi tangsa,5
Saya suka aplikasi ini sangat membantu saya dalam belajar,5
"mohon maaf sebelumnya min. Waktu ngisi rasionalitas snbp, cuma ditinggal keluar bentar doang buat ngecek npsn sekolah di google malah ngulang dri awal pengisian, di tinggal ngecek sertifikat di album juga ngulang lgi dri awal, cuma masukkin foto rapot doang keluar (walau jarang), tpi tetep aja sih cape banged ngisinya :"")",1
🙄,1
"Untuk fitur rasional SNBP udah sangat bagus, cuman saran saya saat mau mengganti data, datanya tetap ada agar tidak ribet lagi mengulang mengisi data raport, nilai² dan segala macam yang cukup banyak itu, karena yang ada ini datanya langsung keulang dari 0 tidak tetap begutu, itu saran saya semoga menjadi lebih baik lagi, terimakasih 🙏🏻",5
Aplikasi ini keren banget... Sangat membantu anak saya dalam belajar.. Ga nyesel deh download ini..,5
rekomen banget paketnya juga terjangkau untuk gap year,5
Sangat membantu untuk memecahkan soal yang belum paham,5
aplikasi ini sangat baik dan sangat mempermudah pelajar untuk belajar dimanapun. aplikasi ini juga sangat lengkap dalam pembahasannya❤️,5
Kak minta tolong kasih subtitle difidio pengajaran agar lebih mudah memahami terima kasih,3
sangat membantu anak dalam belajar,5
"Sangat worth it untuk berlangganan😁👍 Untuk matematika, materinya sangat terperinci. Dari pengenalan konsep, pembuktian rumus (jika ada) dan penyampaian yang mudah dipahami, juga video pembelajaran-nya sangat bagus dan editing visualiasi materinya sangat bagus.",5
"Terimakasih kepada Allah SWT yang telah memberikan rezeki yang berlimpah sehingga saya dapat menemukan tempat les terbaik saat ini. Terimakasih kepada tim ruangguru atas segala kebijakan sistem pembelajarannya.. semoga selalu mempertahankan kualitas nya sebagai salah satu aplikasi bimbel terbaik se Indonesian.. salam,murid ruangguru",5
Harus menunggu 1 bulan agar cashback dapat di ambil,4
Terima kasih,5
Bagus banget aplikasinya sangkat membantu adik saya belajar.. sukses terus ruangguru,5
Aplikasi yang sangat bagus untuk belajar online. Sangat membantu dan sukses untuk ruang guru,5
Ruang guru sangat membatu untuk kita semua. Sangat di rekomendandasikan untuk smua kalangan ya,5
"ribet banget rasionalisasi nilai snbp ujung ujungnya malah ""Gagal Menyimpan data"" (EROR) APAAN BUANG BUANG WAKTU..!!!!",1
keren banget karena ruang guru saya jdi bertambah ilmu terima kasih ruang guru,5
Bagus sih bagus tapi ada satu kekurangan gak ada b.arab nya jadi mohon maaf 🙏 saya kasih bintang 4 dulu,4
"Yg punya anak usia belajar bagus nih kalo mentok ga bisa ngajarin ya solusinya disini , bagus berkualitas dan sesuai kurikulum anak² pas pula sesuai kelas mereka Jangan ragu kalo pilih kursus oke nih",5
"Aplikasi sangat berguna dan bermanfaat buat para pelajar, materi mudah di pahami dan jelas, dan juga memudahkan bisa belajar kapanpun dimanapun..",5
Aplikasi bener - bener bagus..anak anak jadi mudah paham dan ngerti tentang materinya. Yang lebih penting anak anak jadi tidak gampang bosan karena pakai video jadi ga melulu baca. Mantap deh ruangguru..,5
Kak langganan ruang guru itu bayar nya bisa per bulan gak atau hanya bisa per semester,5
Terimakasih kepada ruang guru,5
"Bagus,asik,bikin betah pokoknya",5
Ini aplikasi super komplit untuk belajar anaku yang masih sd,5
Puas,5
"saya beli di web untuk dapet diskon karena di apk ruang gurunya gk ada diskon setelah saya beli di web ruangguru ternyata gk masuk di apk sehingga saya tidak bisa masuk belajar di apk maupun di webya padahal sudah ada bukti pembelian riwayat di web tapi di apk tidak ada ,jadi saya rugi sekarang",1
Aplikasi yang sangat membantu untuk orang tua dan memberikan pengalaman baru untuk putra saya dan pastinya saya juga dapat belajar dengan mudah untuk membantu putra saya mencapai prestasi,5
Alhamdulillah masih ada aplikasi ini. Dulu waktu sekolah pakai ini. Banyak sekali membantu dalam proses belajar di sekolah. Sekarang diturunkan ke anak sendiri. Terima kasih sudah ada aplikasi ini. Sangat membantu untuk perkembangan belajar anak-anak saya.,5
"Aplikasinya bagus ,untuk membantu anak anak belajar ,terutama untuk mengerjakan PR",5
Ini cocok,5
Aplikasi yang memudahkan,5
game ini sangat bagus😍,5
Sangat membantu para pelajar seperti saya yang tidak bisa ikut bimbel secara langsung. Dengan berlangganan ruang guru saya bisa ikut bimbel secara online. Para tentornya juga sangat baik dan mudah dipahami saat menjelaskan,5
Menurutku ini aplikasi kursus dan workshop terbaik dan termudah. Kontennya sesuai kebutuhan industri saat ini,5
"Terimakasih ruangguru, karena sudah mengajarkan saya dan memotivasi saya👍🏻🥰",5
Sangat membantu untuk proses pembelajaran.,5
Sangat berguna sekali aplikasi ini membantu untuk pendidikan anak sekarang untuk belajar sehari hari di rumah,5
Bagus aplikasi ini buat anak pinter belajar,5
Sangat bagus dan bisa membantu anak untk belajar,5
Ruang guru gk seru gk enak lah pokok nya gk ad pelajaran yg disampai kan sama sama pelajaran di sekolah👎👎👎👎👎,3
"Mohon maaf Sebelumnya, tolong di perbaharui dari drill soal karena yang keluar soalnya itu2 aja gak ada yang baru jadi, isiannya juga kurang menantang terutama pada pelajaran literasi bahasa Indonesia untuk UTBK, bukan hanya itu tapi di semua soal, untuk materinya ruangguru jagonya karena mudah di pahami",3
"Terimakasih ruang guru, sangat membantu apabila kita tidak bisa menjawab soal tinggal tanya aja keruang guru. Salam siluksen",5
bintang 5 untuk cabang galaxy,5
"loading trs yg fitur brain academy tatap muka nyaa, pdhal mau ngerjain tugas tapi loading terus²an dan gabisa kebukaa... tolong diperbaiki kaa",2
"Maaf saya memberi 2 bintang karena saya tidak bisa masuk dan login misal,saya mau masuk dan, terus saya mau login tiba-tiba kembali dengan sendirinya ,dan sudah saya coba berkali-kali tapi masih tetap saja , itu saja yang bisa saya sampaikan tolong di betulkan agar aplikasi ini lebih baik dan lebih bagus lagi dan saya doakan semoga aplikasi ini setelah di betulkan semoga aplikasi ini banyak ulasan yang lebih baik lagi am'in yaroballalamin ,ya cuma itu saja yang bisa saya sampaikan terimakasih",2
Bagus begetee,5
hrus diskon 99% inii,1
Alhamdulilah bnyk bngt kemajuan buat anakku belajar.semenjak ada ruang guru.nilai anakki smakin meningkat.dri mulai pas smp klas 1..smpe skrng smk klas 2.alhamdulilah masih setia di ruang guru.krn memang bagus buat meningkatkan kinerja belajar anakku.,5
Ayo ke quipper,1
Ruang riung,1
Ruang Riung,3
Aplikasi ini tidak bisa dibuka coba di lihat dulu mungkin ada yg salah,2
wow aplikasi ini sangat bagus,5
Aproove karena selain membimbing pengajaran anak ruang guru juga dapat membantu anak menuntaskan tugas anak pokok nya keren dehh🥇🥇,5
Bantu belajar banget 👍👍👍 Best-lah pokoknya,5
Aplikasinya sangat berguna bagi para pelajar untuk mengejar atau menguasai suatu materi. Juga terdapat fitur yang membuat kita merasa berkompetisi dan bekerjasama dengan pelajar lain. Dan masih banyak fitur lain yang membantu terutama dalam proses pembelajaran. Ruangguru dirancang untuk memudahkan siswa untuk belajar kapanpun dan dimanapun. Terimakasih Ruangguru 🙏,5
"pengalaman pertama saya terjadi di 8 Januari 2024, dimana saya melakukan pembayaran, dan paketnya tidak aktif, saya bayar 700.000 dimalam itu juga karena suruhan admin, tapi malah tidak aktif, katanya karena salah email, setelah saya chat saya minta proses, hanya disuruh menunggu, tapi saya chat lagi tidak ada respon sama sekali, harus jalur mana lagi yang ditempuh?? tabungan ortuku sudah ludes demi Ruangguru ini, mohon bantuannya",1
Cukup membantu apalagi aku butuh banget pengetahuan tambahan,4
Alhamddullah aku disa belajar ledih giat makasi.,4
Sangat membantu sekali untuk perkembangan belajar anak,5
"Sangat baik, mudah dimengerti mudah dipahami apk yg sangat membantu bagi pelajar",5
Aplikasi nya bagus cocok untuk pelajar,5
"Dulunya ak sllu dpt rangking 2,3,, Tpi semenjak langganan diruang guru jdi rangking 1,,the best deh pokoknya,,",5
Bagus dan enak dan seru untuk dipela jari,5
Bagus kok mendidik👌🤩,5
Video lumayan bagus dan ngerti cuma agak sulit aja 😁,5
apk nya sangat menambah pengetahuan,5
"Aplikasi ini sangat bermanfaat untuk belajar, dan mudah dipahami...",5
Membantu guru,5
"untuk pembelajaran di dlm aplikasi sy suka anak2 juga suka, cuma ruang guru ini sangat mengganggu setiap hari telpn dan wa masuk sampe pusing g tau waktu lagi pagi siang malam sy lagi rapat keganggu,sy lagi mgajar ke ganggu tolong si perbaiki ya , kalo memang mau promosi satu no cukup 1 aja yg ngehubungi, ini dalam sehari bisa 3 sampe 4 no yang wa, belum yg tlpn seluler, tolong hentikan karna sangat menggangu",1
"Saya sangat senang belajar, dan mudah di pahami",5
"Sangat bagus, dan memudahkan saya untuk belajar mengenai pelajaran yg saya pelajari",5
Sangat Baik Dan membantu,5
"download gagal terus padahal udah sesuai aturan, sinyal bagus memori banyak tapi gagal download terus",1
Bagus buat belajarr,5
"Apk ini membuat saya sangat pintar dalam pembelajaran, apk ini juga membuat saya mengetahui pembelajaran sebelum sy diajarkan oleh guru atau wali kelas, jdi sy bisa mengetahui pembelajaran sebelu diajarkan",5
Gak membantu sih karen saya memfoto kan soal nya gak ada keluar jawabanya dan suka keluar sendiri,3
Soal dan pilihan jawaban tidak muncul.Dilaporkan berkali kali tidak ada tindak lanjut mengecewakan sekali,3
